cities,raw,address,zip
"Benbrook, TX",single loc,7699 Benbrook Pkwy,76126-2559
"Humble, TX",single loc,7106 Will Clayton Pkwy,77338-8170
"Roanoke, TX",single loc,800 Hwy 114,76262-6344
"Richardson, TX",single loc,120 W Spring Valley Rd,75081-4032
"La Marque, TX",single loc,2900 Fm 1764 Rd,77568-2454
"Corsicana, TX",single loc,1900 S Us Highway 287,75110-9660
"Rockwall, TX",single loc,2610 Ridge Rd,75087-5511
"Marshall, TX",single loc,5551 E End Blvd S,75672
"Waxahachie, TX",single loc,1020 W Us 287 Byp,75165-5168
"Galveston, TX",single loc,2825 1/2 61st St Ste A,77551-2002
"Webster, TX",single loc,959 W Nasa Rd 1,77598-4909
"Lewisville, TX",single loc,1181 S Stemmons Fwy,75067-5381
"Conroe, TX",single loc,1116 League Line Rd,77303
"North Richland Hills, TX",single loc,7661 Boulevard 26,76180
"Farmers Branch, TX",single loc,2362 Valwood Pkwy,75234-3410
"Duncanville, TX",single loc,1106 S Cockrell Hill Rd,75137
"Mansfield, TX",single loc,1909 Fm 157,76063-7625
"Rosenberg, TX",single loc,27935 Southwest Fwy,77471-7102
"Lancaster, TX",single loc,1416 S I-35e,75146
"Euless, TX",single loc,204 Huffman Dr,76040-4585
"Ennis, TX",single loc,105 Chamber of Commerce Dr,75119-4347
"Weatherford, TX",single loc,2521 S Main St,76087
"Seabrook, TX",single loc,2102 Seabrook Cir,77586-1626
"Katy, TX",single loc,1275 N Fry Rd,77449-3342
"Lumberton, TX",single loc,750 S Main St,77657
"Mont Belvieu, TX",single loc,8915 Texas 146,77523
"Denton, TX",single loc,3113 Bandera St,76207-3421
"League City, TX",single loc,1803 W Main St,77573-3548
"Alvarado, TX",single loc,1120 W Highway 67,76009-3211
"Stafford, TX",single loc,11208 W Airport Blvd,77477-3000
"Mckinney, TX",single loc,1432 N Central Expy,75070-3106
"Ashland, VA ",Waffle House in 23005 at 808 England St,808 England St,23005
"Ashland, VA ",Waffle House in 23005 at 10040 Sliding Hill Rd,10040 Sliding Hill Rd,23005
"Charlottesville, VA ",Waffle House in 22901 at 495 Premier Cir,495 Premier Cir,22901
"Charlottesville, VA ",Waffle House in 22902 at 1162 5th St Sw,1162 5th St Sw,22902
"Chesapeake, VA ",Waffle House in 23320 at 102 Red Cedar Ct,102 Red Cedar Ct,23320
"Chesapeake, VA ",Waffle House in 23321 at 3251 Western Branch Blvd,3251 Western Branch Blvd,23321
"Fredericksburg, VA ",Waffle House in 22401 at 2990 Plank Rd,2990 Plank Rd,22401
"Fredericksburg, VA ",Waffle House in 22406 at 580 Warrenton Rd,580 Warrenton Rd,22406
"Fredericksburg, VA ",Waffle House in 22408 at 5328 Jefferson Davis Hwy,5328 Jefferson Davis Hwy,22408
"Hampton, VA ",Waffle House in 23666 at 2600 W Mercury Blvd,2600 W Mercury Blvd,23666
"Hampton, VA ",Waffle House in 23666 at 1811 W Mercury Blvd,1811 W Mercury Blvd,23666
"Harrisonburg, VA ",Waffle House in 22801 at 1675 E Market St,1675 E Market St,22801
"Harrisonburg, VA ",Waffle House in 22801 at 3257 S Main St,3257 S Main St,22801
"Newport News, VA ",Waffle House in 23601 at 980 J Clyde Morris Blvd,980 J Clyde Morris Blvd,23601
"Newport News, VA ",Waffle House in 23602 at 12259 Hornsby Ln,12259 Hornsby Ln,23602
"Richmond, VA ",Waffle House in 23231 at 5102 Williamsburg Rd,5102 Williamsburg Rd,23231
"Richmond, VA ",Waffle House in 23235 at 7311 Hull Street Rd,7311 Hull Street Rd,23235
"Richmond, VA ",Waffle House in 23237 at 2101 Willis Rd,2101 Willis Rd,23237
"Richmond, VA ",Waffle House in 23294 at 7109 W Broad St,7109 W Broad St,23294
"Roanoke, VA ",Waffle House in 24014 at 3606 Franklin Rd SW,3606 Franklin Rd SW,24014
"Roanoke, VA ",Waffle House in 24019 at 6608 Thirlane Rd,6608 Thirlane Rd,24019
"Sandston, VA ",Waffle House in 23150 at Williamsburg Rd,Williamsburg Rd,23150
"Sandston, VA ",Waffle House in 23150 at 5414 Williamsburg Rd,5414 Williamsburg Rd,23150
"Virginia Beach, VA ",Waffle House in 23455 at 5825 Northampton Blvd,5825 Northampton Blvd,23455
"Virginia Beach, VA ",Waffle House in 23464 at 5656 Indian River Rd,5656 Indian River Rd,23464
"Williamsburg, VA ",Waffle House in 23185 at 409 Bypass Rd,409 Bypass Rd,23185
"Williamsburg, VA ",Waffle House in 23185 at 7129 Pocahontas Trl,7129 Pocahontas Trl,23185
"Williamsburg, VA ",Waffle House in 23185 at 802 Capitol Landing Road,802 Capitol Landing Road,23185
"Williamsburg, VA ",Waffle House in 23185 at 1665 Richmond Rd,1665 Richmond Rd,23185
"Winchester, VA ",Waffle House in 22601 at 1805 S Pleasant Valley Rd,1805 S Pleasant Valley Rd,22601
"Winchester, VA ",Waffle House in 22602 at 980 Millwood Pike,980 Millwood Pike,22602
"Waynesboro, VA",single loc,901 Lew Dewitt Blvd,22980
"Petersburg, VA",single loc,5631 Boydton Plank Rd,23803
"Wytheville, VA",single loc,1975 E Main St,24382
"Troutville, VA",single loc,2609 Lee Hwy,24175
"Ruther Glen, VA",single loc,24148 Welcome Way Dr,22546
"Suffolk, VA",single loc,1523 Holland Rd,23434
"Staunton, VA",single loc,1302 Richmond Ave,24401
"Lexington, VA",single loc,8 Maury River Rd,24450
"Stephens City, VA",single loc,124 Fairfax Pike,22655
"Glen Allen, VA",single loc,8404 Brook Rd,23060
"Lynchburg, VA",single loc,5224 Fort Ave,24502
"Midlothian, VA",single loc,3500 Speeks Dr,23112
"Colonial Heights, VA",single loc,2002 Boulevard,23834
"Dublin, VA",single loc,4614 Cleburne Blvd,24084
"Dumfries, VA",single loc,17137 Dumfries Rd,22025
"Hopewell, VA",single loc,5105 Plaza Dr,23860
"Chester, VA",single loc,2423 W Hundred Rd,23831
"Christiansburg, VA",single loc,2440 Roanoke St,24073
"Monroe, WI ",Waffle House in 53566 at 1014 17th Ave,1014 17th Ave,53566
"Monroe, WI ",Waffle House in 53566 at 804 4th Ave W,804 4th Ave W,53566
"Martinsburg, WV ",Waffle House in 25401 at 1000a Foxcroft Ave,1000a Foxcroft Ave,25401
"Martinsburg, WV ",Waffle House in 25404 at 1807 Edwin Miller Blvd,1807 Edwin Miller Blvd,25404
"Huntington, WV",single loc,4168 Us Route 60,25705
"Inwood, WV",single loc,4851 Gerrardstown Rd,25428
