,cities,raw,address,zip
172,"Dalton, GA ",Waffle House in 30720 at 1527 W Walnut Ave,1527 W Walnut Ave,30720
173,"Dalton, GA ",Waffle House in 30720 at 1531 Walnut Avenue,1531 Walnut Avenue,30720
174,"Dalton, GA ",Waffle House in 30721-8310 at 1515 Cleveland Hwy,1515 Cleveland Hwy,30721
175,"Dalton, GA ",Waffle House in 30721-8731 at 2505 E Walnut Ave,2505 E Walnut Ave,30721
176,"Dawsonville, GA ",Waffle House in 30534 at 62 N 400 Center Ln,62 N 400 Center Ln,30534
177,"Dawsonville, GA ",Waffle House in 30534-6806 at 6636 Highway 53 E,6636 Highway 53 E,30534
178,"Decatur, GA ",Waffle House in 30030-4004 at 2850 E College Ave,2850 E College Ave,30030
179,"Decatur, GA ",Waffle House in 30032-1451 at 4788 Memorial Dr,4788 Memorial Dr,30032
180,"Decatur, GA ",Waffle House in 30033-5704 at 766 Dekalb Industrial Way,766 Dekalb Industrial Way,30033
181,"Decatur, GA ",Waffle House in 30035-1208 at 4300 Covington Hwy,4300 Covington Hwy,30035
182,"Decatur, GA ",Waffle House in 30035-3405 at 2548 Wesley Chapel Rd,2548 Wesley Chapel Rd,30035
183,"Doraville, GA ",Waffle House in 30340-1124 at 5467 Buford Hwy Ne,5467 Buford Hwy Ne,30340
184,"Doraville, GA ",Waffle House in 30340-3418 at 3685 Northcrest Rd,3685 Northcrest Rd,30340
185,"Douglasville, GA ",Waffle House in 30134-1929 at 6133 Fairburn Rd,6133 Fairburn Rd,30134
186,"Douglasville, GA ",Waffle House in 30134-4546 at 7100 Concourse Pkwy,7100 Concourse Pkwy,30134
187,"Douglasville, GA ",Waffle House in 30135-1509 at 9419 Highway 5,9419 Highway 5,30135
188,"Douglasville, GA ",Waffle House in 30135-1706 at 2812 Chapel Hill Rd,2812 Chapel Hill Rd,30135
189,"Dublin, GA ",Waffle House in 31021-1717 at 2181 US Highway 441,2181 US Highway 441,31021
190,"Dublin, GA ",Waffle House in 31021-3032 at 2122 Veterans Blvd,2122 Veterans Blvd,31021
191,"Duluth, GA ",Waffle House in 30096 at 1922 Pleasant Hill Rd,1922 Pleasant Hill Rd,30096
192,"Duluth, GA ",Waffle House in 30096-2380 at 2320 Satellite Blvd Ste 100,2320 Satellite Blvd Ste 100,30096
193,"Duluth, GA ",Waffle House in 30096-3854 at 3785 Buford Hwy,3785 Buford Hwy,30096
194,"Duluth, GA ",Waffle House in 30096-4511 at 3335 Steve Reynolds Blvd,3335 Steve Reynolds Blvd,30096
195,"Duluth, GA ",Waffle House in 30096-4623 at 1825 Pleasant Hill Rd,1825 Pleasant Hill Rd,30096
196,"Duluth, GA ",Waffle House in 30096-4625 at 1933 Pleasant Hill Rd,1933 Pleasant Hill Rd,30096
197,"Duluth, GA ",Waffle House in 30096-4819 at 3531 Peachtree Industrial Blvd,3531 Peachtree Industrial Blvd,30096
198,"Duluth, GA ",Waffle House in 30097 at 1100 Old Peachtree Rd,1100 Old Peachtree Rd,30097
199,"Duluth, GA ",Waffle House in 30097-5962 at 9650 Medlock Bridge Rd,9650 Medlock Bridge Rd,30097
200,"Dunwoody, GA ",Waffle House in 30338-6202 at 4532 Chamblee Dunwoody Rd,4532 Chamblee Dunwoody Rd,30338
201,"Dunwoody, GA ",Waffle House in 30338-6808 at 2230 Cotillion Dr,2230 Cotillion Dr,30338
202,"Ellenwood, GA ",Waffle House in 30294 at 201 Fairview Rd,201 Fairview Rd,30294
203,"Ellenwood, GA ",Waffle House in 30294 at Forest Pkwy,Forest Pkwy,30294
204,"Ellenwood, GA ",Waffle House in 30294 at Anvil Block Rd,Anvil Block Rd,30294
205,"Fairburn, GA ",Waffle House in 30213 at 915 Evander Holyfield Hwy,915 Evander Holyfield Hwy,30213
206,"Fairburn, GA ",Waffle House in 30213-2853 at 7800 Senoia Rd,7800 Senoia Rd,30213
207,"Fayetteville, GA ",Waffle House in 30214 at 760 Glynn St S,760 Glynn St S,30214
208,"Fayetteville, GA ",Waffle House in 30214-1075 at 965 W Lanier Ave,965 W Lanier Ave,30214
209,"Fayetteville, GA ",Waffle House in 30214-1144 at 700 Glynn St N,700 Glynn St N,30214
210,"Flowery Branch, GA ",Waffle House in 30542 at 7415 Spout Springs Rd,7415 Spout Springs Rd,30542
211,"Flowery Branch, GA ",Waffle House in 30542-2737 at 5536 Mcever Rd.,5536 Mcever Rd.,30542
212,"Forest Park, GA ",Waffle House in 30297 at 109 Forest Pkwy,109 Forest Pkwy,30297
213,"Forest Park, GA ",Waffle House in 30297-1705 at 4561 Old Dixie Hwy,4561 Old Dixie Hwy,30297
214,"Forest Park, GA ",Waffle House in 30297-2026 at 5043 Frontage Rd Ste I75,5043 Frontage Rd Ste I75,30297
215,"Forest Park, GA ",Waffle House in 30297-2408 at 5150 Georgia Highway 85,5150 Georgia Highway 85,30297
216,"Forsyth, GA ",Waffle House in 31029 at 444 Tift College Dr,444 Tift College Dr,31029
217,"Forsyth, GA ",Waffle House in 31029 at 286 N Lee St,286 N Lee St,31029
218,"Fort Oglethorpe, GA ",Waffle House in 30742 at 410 Battlefield Pkwy,410 Battlefield Pkwy,30742
219,"Fort Oglethorpe, GA ",Waffle House in 30742 at 909 Battlefield Pkwy,909 Battlefield Pkwy,30742
220,"Gainesville, GA ",Waffle House in 30501 at 509 Dawsonville Hwy,509 Dawsonville Hwy,30501
221,"Gainesville, GA ",Waffle House in 30501-4208 at 628 Jesse Jewell Pkwy Se,628 Jesse Jewell Pkwy Se,30501
222,"Gainesville, GA ",Waffle House in 30504 at 2880 Browns Bridge Rd,2880 Browns Bridge Rd,30504
223,"Gainesville, GA ",Waffle House in 30504-8210 at 3175 Frontage Rd,3175 Frontage Rd,30504
224,"Gainesville, GA ",Waffle House in 30507 at 2507 Pentee Dr,2507 Pentee Dr,30507
225,"Gainesville, GA ",Waffle House in 30507-8417 at 1240 Candler Rd,1240 Candler Rd,30507
226,"Griffin, GA ",Waffle House in 30223 at 1702 N Expressway,1702 N Expressway,30223
227,"Griffin, GA ",Waffle House in 30223 at 1408 Georgia Highway 16 W,1408 Georgia Highway 16 W,30223
228,"Griffin, GA ",Waffle House in 30223-2054 at 1410 Georgia Highway 16 W,1410 Georgia Highway 16 W,30223
229,"Griffin, GA ",Waffle House in 30224-5104 at 1710 Zebulon Rd,1710 Zebulon Rd,30224
230,"Hampton, GA ",Waffle House in 30228-1674 at 11152 Tara Blvd,11152 Tara Blvd,30228
231,"Hampton, GA ",Waffle House in 30228-1849 at 1064 Bear Creek Blvd,1064 Bear Creek Blvd,30228
232,"Jasper, GA ",Waffle House in 30143 at 239 Interstate South Dr,239 Interstate South Dr,30143
233,"Jasper, GA ",Waffle House in 30143 at Hwy 53 W,Hwy 53 W,30143
234,"Jasper, GA ",Waffle House in 30143 at 2100 Highway 53 W,2100 Highway 53 W,30143
235,"Jasper, GA ",Waffle House in 30143 at Hwy 53 W,Hwy 53 W,30143
236,"Jasper, GA ",Waffle House in 30143-8937 at 56 Travelers Rest Rd,56 Travelers Rest Rd,30143
237,"Jonesboro, GA ",Waffle House in 30236 at 6294 Old Dixie Hwy,6294 Old Dixie Hwy,30236
238,"Jonesboro, GA ",Waffle House in 30236-1224 at 6350 Tara Blvd,6350 Tara Blvd,30236
239,"Jonesboro, GA ",Waffle House in 30236-2202 at 7728 Tara Blvd,7728 Tara Blvd,30236
240,"Jonesboro, GA ",Waffle House in 30236-4904 at 8765 Tara Blvd,8765 Tara Blvd,30236
241,"Kennesaw, GA ",Waffle House in 30144-1302 at 4284 Bells Ferry Rd Nw,4284 Bells Ferry Rd Nw,30144
242,"Kennesaw, GA ",Waffle House in 30144-4966 at 500 Roberts Ct Nw,500 Roberts Ct Nw,30144
243,"Kennesaw, GA ",Waffle House in 30144-5175 at 1470 George Busbee Pkwy Nw,1470 George Busbee Pkwy Nw,30144
244,"Kennesaw, GA ",Waffle House in 30144-5552 at 3340 Frey Rd Nw,3340 Frey Rd Nw,30144
245,"Kennesaw, GA ",Waffle House in 30152-1000 at 3275 Cobb Pkwy Nw,3275 Cobb Pkwy Nw,30152
246,"Kennesaw, GA ",Waffle House in 30152-3674 at 2165 Cobb Pkwy Nw,2165 Cobb Pkwy Nw,30152
247,"Kingsland, GA ",Waffle House in 31548 at Boone Avenue Extension,Boone Avenue Extension,31548
248,"Kingsland, GA ",Waffle House in 31548 at 1201 E King Ave,1201 E King Ave,31548
249,"Kingsland, GA ",Waffle House in 31548 at 1075 Boone Avenue Ext E,1075 Boone Avenue Ext E,31548
250,"Lagrange, GA ",Waffle House in 30240 at 2585 Whitesville Rd,2585 Whitesville Rd,30240
251,"Lagrange, GA ",Waffle House in 30240 at 109 Greenville St,109 Greenville St,30240
252,"Lagrange, GA ",Waffle House in 30241 at Lafayette Pkwy,Lafayette Pkwy,30241
253,"Lagrange, GA ",Waffle House in 30241 at 4560 Hamilton Rd,4560 Hamilton Rd,30241
254,"Lavonia, GA ",Waffle House in 30553 at 13625 Jones St,13625 Jones St,30553
255,"Lavonia, GA ",Waffle House in 30553 at 30 Smith Rd,30 Smith Rd,30553
256,"Lawrenceville, GA ",Waffle House in 30043 at 1100 Old Peachtree Rd Ne,1100 Old Peachtree Rd Ne,30043
257,"Lawrenceville, GA ",Waffle House in 30043-4523 at 932 Buford Dr,932 Buford Dr,30043
258,"Lawrenceville, GA ",Waffle House in 30043-5888 at 1205 Lakes Pkwy,1205 Lakes Pkwy,30043
259,"Lawrenceville, GA ",Waffle House in 30044 at 4748 Sugarloaf Pkwy,4748 Sugarloaf Pkwy,30044
260,"Lawrenceville, GA ",Waffle House in 30044-3328 at 926 Pleasant Hill Rd,926 Pleasant Hill Rd,30044
261,"Lawrenceville, GA ",Waffle House in 30044-6846 at 4135 Sugarloaf Pkwy,4135 Sugarloaf Pkwy,30044
262,"Lawrenceville, GA ",Waffle House in 30045 at 1255 Scenic Hwy,1255 Scenic Hwy,30045
263,"Lawrenceville, GA ",Waffle House in 30045 at 437 W Pike St,437 W Pike St,30045
264,"Lawrenceville, GA ",Waffle House in 30045-4305 at 785 Duluth Hwy,785 Duluth Hwy,30045
265,"Lawrenceville, GA ",Waffle House in 30045-4415 at 660 Buford Dr,660 Buford Dr,30045
266,"Lawrenceville, GA ",Waffle House in 30045-4483 at 675 Buford Dr,675 Buford Dr,30045
267,"Lawrenceville, GA ",Waffle House in 30045-7175 at 219 Grayson Hwy,219 Grayson Hwy,30045
268,"Lawrenceville, GA ",Waffle House in 30046 at 758 Duluth Hwy,758 Duluth Hwy,30046
269,"Lilburn, GA ",Waffle House in 30047-2817 at 3915 Lawrenceville Hwy Nw,3915 Lawrenceville Hwy Nw,30047
270,"Lilburn, GA ",Waffle House in 30047-3338 at 4138 Stone Mountain Hwy,4138 Stone Mountain Hwy,30047
271,"Lilburn, GA ",Waffle House in 30047-3718 at 484 Indian Trail Lilburn Rd Nw,484 Indian Trail Lilburn Rd Nw,30047
272,"Lithia Springs, GA ",Waffle House in 30122 at 613 Thornton Rd,613 Thornton Rd,30122
273,"Lithia Springs, GA ",Waffle House in 30122-2611 at 908 Thornton Rd,908 Thornton Rd,30122
274,"Lithia Springs, GA ",Waffle House in 30122-3018 at 1371 Lee Rd,1371 Lee Rd,30122
275,"Lithonia, GA ",Waffle House in 30038-2447 at 2918 Woodrow Dr,2918 Woodrow Dr,30038
276,"Lithonia, GA ",Waffle House in 30058 at 8060 Rockbridge Rd,8060 Rockbridge Rd,30058
277,"Lithonia, GA ",Waffle House in 30058 at 2842 Panola Rd,2842 Panola Rd,30058
278,"Lithonia, GA ",Waffle House in 30088 at 2255 Panola Rd,2255 Panola Rd,30088
279,"Loganville, GA ",Waffle House in 30052-5082 at 2725 Loganville Hwy,2725 Loganville Hwy,30052
280,"Loganville, GA ",Waffle House in 30052-7305 at 4752 Atlanta Hwy,4752 Atlanta Hwy,30052
281,"Loganville, GA ",Waffle House in 30052-9207 at 1640 Walnut Ave,1640 Walnut Ave,30052
282,"Macon, GA ",Waffle House in 31201 at 840 Riverside Dr,840 Riverside Dr,31201
283,"Macon, GA ",Waffle House in 31204 at 2644 Riverside Dr,2644 Riverside Dr,31204
284,"Macon, GA ",Waffle House in 31206 at 4731 Chambers Rd,4731 Chambers Rd,31206
285,"Macon, GA ",Waffle House in 31206-2748 at 4285 Pio Nono Ave,4285 Pio Nono Ave,31206
286,"Macon, GA ",Waffle House in 31206-3046 at 4094 Pio Nono Ave,4094 Pio Nono Ave,31206
287,"Macon, GA ",Waffle House in 31210 at 3907 Arkwright Rd,3907 Arkwright Rd,31210
288,"Macon, GA ",Waffle House in 31210 at 6220 Zebulon Rd,6220 Zebulon Rd,31210
289,"Macon, GA ",Waffle House in 31210 at 5146 Mercer University Dr,5146 Mercer University Dr,31210
290,"Macon, GA ",Waffle House in 31210 at 6230 Zebulon Rd,6230 Zebulon Rd,31210
291,"Macon, GA ",Waffle House in 31210-2510 at 3620 Riverside Dr,3620 Riverside Dr,31210
292,"Macon, GA ",Waffle House in 31216 at 4515 Hartley Bridge Rd,4515 Hartley Bridge Rd,31216
293,"Macon, GA ",Waffle House in 31216-5642 at 4320 Hartley Bridge Rd,4320 Hartley Bridge Rd,31216
294,"Macon, GA ",Waffle House in 31217-5643 at 4475 Ocmulgee East Blvd,4475 Ocmulgee East Blvd,31217
295,"Madison, GA ",Waffle House in 30650 at 1941 Eatonton Rd,1941 Eatonton Rd,30650
296,"Madison, GA ",Waffle House in 30650 at 2050 Eatonton Rd,2050 Eatonton Rd,30650
297,"Marietta, GA ",Waffle House in 30008-3853 at 1398 Austell Rd Se,1398 Austell Rd Se,30008
298,"Marietta, GA ",Waffle House in 30008-4024 at 1410 Dura Dr Sw,1410 Dura Dr Sw,30008
299,"Marietta, GA ",Waffle House in 30008-7664 at 3635 Austell Rd Sw,3635 Austell Rd Sw,30008
300,"Marietta, GA ",Waffle House in 30060-6528 at 920 Cobb Pkwy S,920 Cobb Pkwy S,30060
301,"Marietta, GA ",Waffle House in 30062-3856 at 550 N Greenbriar Pkwy,550 N Greenbriar Pkwy,30062
302,"Marietta, GA ",Waffle House in 30064 at 650 Whitlock Ave Nw,650 Whitlock Ave Nw,30064
303,"Marietta, GA ",Waffle House in 30064-1800 at 3441 Ernest W Barrett Pkwy Nw,3441 Ernest W Barrett Pkwy Nw,30064
304,"Marietta, GA ",Waffle House in 30064-4520 at 2661 Powder Springs Rd Sw,2661 Powder Springs Rd Sw,30064
305,"Marietta, GA ",Waffle House in 30066-3326 at 170 Barrett Pkwy,170 Barrett Pkwy,30066
306,"Marietta, GA ",Waffle House in 30066-7018 at 1811 Williams Dr,1811 Williams Dr,30066
307,"Marietta, GA ",Waffle House in 30067-6246 at 2805 Delk Rd Se,2805 Delk Rd Se,30067
308,"Marietta, GA ",Waffle House in 30067-6312 at 2400 Delk Rd Se,2400 Delk Rd Se,30067
309,"Marietta, GA ",Waffle House in 30067-8609 at 2678 Windy Hill Rd Se,2678 Windy Hill Rd Se,30067
310,"Marietta, GA ",Waffle House in 30067-8956 at 1185 Franklin Rd Se,1185 Franklin Rd Se,30067
311,"Marietta, GA ",Waffle House in 30068-4628 at 621 Johnson Ferry Rd,621 Johnson Ferry Rd,30068
312,"Mcdonough, GA ",Waffle House in 30252-4808 at 2045 Highway 155 N,2045 Highway 155 N,30252
313,"Mcdonough, GA ",Waffle House in 30253 at 772 Hwy 155 S,772 Hwy 155 S,30253
314,"Mcdonough, GA ",Waffle House in 30253 at 3099 Jodeco Rd,3099 Jodeco Rd,30253
315,"Mcdonough, GA ",Waffle House in 30253 at 1305 Hwy 20 W,1305 Hwy 20 W,30253
316,"Mcdonough, GA ",Waffle House in 30253 at 1275 Georgia 20,1275 Georgia 20,30253
317,"Mcdonough, GA ",Waffle House in 30253-3769 at 265 Jonesboro Rd,265 Jonesboro Rd,30253
318,"Mcdonough, GA ",Waffle House in 30253-6576 at 1148 Highway 20 81,1148 Highway 20 81,30253
319,"Mcdonough, GA ",Waffle House in 30253-7359 at 1000 Highway 155 S,1000 Highway 155 S,30253
320,"Milledgeville, GA ",Waffle House in 31061 at 3059 N Columbia St,3059 N Columbia St,31061
321,"Milledgeville, GA ",Waffle House in 31061-2312 at 1683 N Columbia St,1683 N Columbia St,31061
322,"Monroe, GA ",Waffle House in 30655-5682 at 2045 W Spring St,2045 W Spring St,30655
323,"Monroe, GA ",Waffle House in 30656 at 1245 N Broad St,1245 N Broad St,30656
324,"Morrow, GA ",Waffle House in 30260 at 1640 Mount Zion Rd,1640 Mount Zion Rd,30260
325,"Morrow, GA ",Waffle House in 30260 at 6375 Jonesboro Rd,6375 Jonesboro Rd,30260
326,"Morrow, GA ",Waffle House in 30260-2909 at 7242 Jonesboro Rd,7242 Jonesboro Rd,30260
327,"Morrow, GA ",Waffle House in 30260-3317 at 2130 Mount Zion Pkwy,2130 Mount Zion Pkwy,30260
328,"Newnan, GA ",Waffle House in 30263 at 229 Lagrange St,229 Lagrange St,30263
329,"Newnan, GA ",Waffle House in 30263-5294 at 1363 Highway 29 S,1363 Highway 29 S,30263
330,"Newnan, GA ",Waffle House in 30265 at 799 Highway 34 E,799 Highway 34 E,30265
331,"Newnan, GA ",Waffle House in 30265 at Georgia 34,Georgia 34,30265
332,"Newnan, GA ",Waffle House in 30265-1035 at 783 Highway 34 E,783 Highway 34 E,30265
333,"Newnan, GA ",Waffle House in 30265-1320 at 1030 Highway 34 E,1030 Highway 34 E,30265
334,"Newnan, GA ",Waffle House in 30265-3854 at 4410 Sharpsburg Mccullum Rd,4410 Sharpsburg Mccullum Rd,30265
335,"Newnan, GA ",Waffle House in 30265-3887 at 15 Glenda Trce,15 Glenda Trce,30265
336,"Norcross, GA ",Waffle House in 30071 at Buford Hwy Nw,Buford Hwy Nw,30071
337,"Norcross, GA ",Waffle House in 30071-2404 at 6119 Buford Hwy,6119 Buford Hwy,30071
338,"Norcross, GA ",Waffle House in 30071-2940 at 5900 Jimmy Carter Blvd,5900 Jimmy Carter Blvd,30071
339,"Norcross, GA ",Waffle House in 30071-2949 at 5984 Financial Dr,5984 Financial Dr,30071
340,"Norcross, GA ",Waffle House in 30071-2988 at 5986 Financial Dr,5986 Financial Dr,30071
341,"Norcross, GA ",Waffle House in 30071-3502 at 6079 Goshen Springs Rd,6079 Goshen Springs Rd,30071
342,"Norcross, GA ",Waffle House in 30071-3620 at 5122 Brook Hollow Pkwy Ste P,5122 Brook Hollow Pkwy Ste P,30071
343,"Norcross, GA ",Waffle House in 30071-3901 at 5555 Buford Hwy,5555 Buford Hwy,30071
344,"Norcross, GA ",Waffle House in 30092 at 6035 Peachtree Pkwy,6035 Peachtree Pkwy,30092
345,"Norcross, GA ",Waffle House in 30092 at 7044 Jimmy Carter Blvd,7044 Jimmy Carter Blvd,30092
346,"Norcross, GA ",Waffle House in 30092-3609 at 3235 Peachtree Corners Cir,3235 Peachtree Corners Cir,30092
347,"Norcross, GA ",Waffle House in 30092-4455 at 5365 Peachtree Industrial Blvd Nw,5365 Peachtree Industrial Blvd Nw,30092
348,"Norcross, GA ",Waffle House in 30093 at 1160 Rockbridge Rd,1160 Rockbridge Rd,30093
349,"Norcross, GA ",Waffle House in 30093 at 1586 Indian Trail Lilburn Rd,1586 Indian Trail Lilburn Rd,30093
350,"Norcross, GA ",Waffle House in 30093 at 5075 Oakbrook Pkwy,5075 Oakbrook Pkwy,30093
351,"Norcross, GA ",Waffle House in 30093-1703 at 5995 Oakbrook Pkwy,5995 Oakbrook Pkwy,30093
352,"Norcross, GA ",Waffle House in 30093-5212 at 4151 Jimmy Carter Blvd,4151 Jimmy Carter Blvd,30093
353,"Peachtree City, GA ",Waffle House in 30269-1564 at 2100 Highway 54,2100 Highway 54,30269
354,"Peachtree City, GA ",Waffle House in 30269-1646 at 143 Highway 74 S,143 Highway 74 S,30269
355,"Perry, GA ",Waffle House in 31069 at 1287 Houston Lake Dr,1287 Houston Lake Dr,31069
356,"Perry, GA ",Waffle House in 31069 at 1426 Sam Nunn Blvd,1426 Sam Nunn Blvd,31069
357,"Perry, GA ",Waffle House in 31069 at 102 Lect Dr,102 Lect Dr,31069
358,"Powder Springs, GA ",Waffle House in 30127 at 4097 Marietta St,4097 Marietta St,30127
359,"Powder Springs, GA ",Waffle House in 30127-3832 at 3255 Florence Rd,3255 Florence Rd,30127
360,"Richmond Hill, GA ",Waffle House in 31324 at 4090 Us Highway 17,4090 Us Highway 17,31324
361,"Richmond Hill, GA ",Waffle House in 31324 at 56 Sommers Blvd,56 Sommers Blvd,31324
362,"Ringgold, GA ",Waffle House  at 554 Highay 151,554 Highay 151, 554 
363,"Ringgold, GA ",Waffle House in 30736 at 41 High St,41 High St,30736
364,"Ringgold, GA ",Waffle House in 30736 at 5411 Alabama Hwy,5411 Alabama Hwy,30736
365,"Ringgold, GA ",Waffle House in 30736 at 9 Georgia 151,9 Georgia 151,30736
366,"Ringgold, GA ",Waffle House in 30736 at Chestnut Ridge Rd,Chestnut Ridge Rd,30736
367,"Ringgold, GA ",Waffle House in 30736 at 11292 Highway 41,11292 Highway 41,30736
368,"Riverdale, GA ",Waffle House in 30274 at 669 Highway 138 Sw,669 Highway 138 Sw,30274
369,"Riverdale, GA ",Waffle House in 30274-2313 at 6544 Highway 85,6544 Highway 85,30274
370,"Riverdale, GA ",Waffle House in 30274-3924 at 7608 Highway 85,7608 Highway 85,30274
371,"Rome, GA ",Waffle House in 30165 at 601 Turner Mccall Blvd NE,601 Turner Mccall Blvd NE,30165
372,"Rome, GA ",Waffle House in 30165 at 1601 Shorter Ave Nw,1601 Shorter Ave Nw,30165
373,"Rome, GA ",Waffle House in 30165 at 2903 Martha Berry Hwy Nw,2903 Martha Berry Hwy Nw,30165
374,"Roswell, GA ",Waffle House in 30075 at 4875 Alabama Rd Ne,4875 Alabama Rd Ne,30075
375,"Roswell, GA ",Waffle House in 30075 at 4905 Alabama Rd NE,4905 Alabama Rd NE,30075
376,"Roswell, GA ",Waffle House in 30076-1990 at 9927 Old Dogwood Rd,9927 Old Dogwood Rd,30076
377,"Roswell, GA ",Waffle House in 30076-2110 at 1470 Holcomb Bridge Rd,1470 Holcomb Bridge Rd,30076
378,"Savannah, GA ",Waffle House in 31405-1309 at 3711 Ogeechee Rd,3711 Ogeechee Rd,31405
379,"Savannah, GA ",Waffle House in 31406 at 7301 Abercorn St,7301 Abercorn St,31406
380,"Savannah, GA ",Waffle House in 31407 at 6941 Ga Highway 21,6941 Ga Highway 21,31407
381,"Savannah, GA ",Waffle House in 31408 at 4310 Augusta Rd,4310 Augusta Rd,31408
382,"Savannah, GA ",Waffle House in 31408 at 1505 Dean Forest Rd,1505 Dean Forest Rd,31408
383,"Savannah, GA ",Waffle House in 31408 at Stephen S Green Dr,Stephen S Green Dr,31408
384,"Savannah, GA ",Waffle House in 31408 at 460 Airways Ave,460 Airways Ave,31408
385,"Savannah, GA ",Waffle House in 31408 at 8 Stephen S Green Dr,8 Stephen S Green Dr,31408
386,"Savannah, GA ",Waffle House in 31419 at 1002 King George Blvd,1002 King George Blvd,31419
387,"Savannah, GA ",Waffle House in 31419 at 2 Gateway Boulevard West,2 Gateway Boulevard West,31419
388,"Savannah, GA ",Waffle House in 31419 at 2 Gateway Blvd W,2 Gateway Blvd W,31419
389,"Smyrna, GA ",Waffle House in 30080-2262 at 2171 Windy Hill Rd Se,2171 Windy Hill Rd Se,30080
390,"Smyrna, GA ",Waffle House in 30080-4117 at 3335 S Cobb Dr Se,3335 S Cobb Dr Se,30080
391,"Smyrna, GA ",Waffle House in 30080-6551 at 4458 Atlanta Rd Se,4458 Atlanta Rd Se,30080
392,"Smyrna, GA ",Waffle House in 30080-7180 at 5240 S Cobb Dr Se,5240 S Cobb Dr Se,30080
393,"Smyrna, GA ",Waffle House in 30082-4858 at 1395 Highlands Ridge Rd Se,1395 Highlands Ridge Rd Se,30082
394,"Snellville, GA ",Waffle House in 30039-3932 at 3871 Highway 78 W,3871 Highway 78 W,30039
395,"Snellville, GA ",Waffle House in 30039-6115 at 3309 Centerville Hwy,3309 Centerville Hwy,30039
396,"Snellville, GA ",Waffle House in 30078 at 1960 Main St E,1960 Main St E,30078
397,"Snellville, GA ",Waffle House in 30078-3497 at 2105 Main St E,2105 Main St E,30078
398,"Statesboro, GA ",Waffle House in 30458 at 609 Northside Dr E,609 Northside Dr E,30458
399,"Statesboro, GA ",Waffle House in 30458-1418 at 446 S Main St,446 S Main St,30458
400,"Stockbridge, GA ",Waffle House in 30281 at 5005 Highway 155 N,5005 Highway 155 N,30281
401,"Stockbridge, GA ",Waffle House in 30281 at 1727 Hudson Bridge Rd,1727 Hudson Bridge Rd,30281
402,"Stockbridge, GA ",Waffle House in 30281 at 1302 Rock Quarry Rd,1302 Rock Quarry Rd,30281
403,"Stockbridge, GA ",Waffle House in 30281 at 7415 Davidson Pkwy S,7415 Davidson Pkwy S,30281
404,"Stockbridge, GA ",Waffle House in 30281-3230 at 5252 N Henry Blvd,5252 N Henry Blvd,30281
405,"Stockbridge, GA ",Waffle House in 30281-4250 at 611 Highway 138 W,611 Highway 138 W,30281
406,"Stockbridge, GA ",Waffle House in 30281-5110 at 1230 Jodeco Rd,1230 Jodeco Rd,30281
407,"Stockbridge, GA ",Waffle House in 30281-5631 at 4282 Highway 138 Sw,4282 Highway 138 Sw,30281
408,"Stone Mountain, GA ",Waffle House in 30021 at Memorial Dr,Memorial Dr,30021
409,"Stone Mountain, GA ",Waffle House in 30083 at 5070 Memorial Dr,5070 Memorial Dr,30083
410,"Stone Mountain, GA ",Waffle House in 30083 at 5970 Memorial Dr,5970 Memorial Dr,30083
411,"Stone Mountain, GA ",Waffle House in 30083-3429 at 5955 Memorial Dr,5955 Memorial Dr,30083
412,"Stone Mountain, GA ",Waffle House in 30087-3310 at 1945 Rockbridge Rd,1945 Rockbridge Rd,30087
413,"Suwanee, GA ",Waffle House in 30024-2413 at 345 Sawmill Dr,345 Sawmill Dr,30024
414,"Suwanee, GA ",Waffle House in 30024-2526 at 2915 Lawrenceville Suwanee Rd,2915 Lawrenceville Suwanee Rd,30024
415,"Suwanee, GA ",Waffle House in 30024-3017 at 545 Peachtree Industrial Blvd,545 Peachtree Industrial Blvd,30024
416,"Thomasville, GA ",Waffle House in 31757 at 15228 Us Highway 19 S,15228 Us Highway 19 S,31757
417,"Thomasville, GA ",Waffle House in 31757 at 10401 Us-84 E,10401 Us-84 E,31757
418,"Tifton, GA ",Waffle House in 31793 at 1201 Us-82 W,1201 Us-82 W,31793
419,"Tifton, GA ",Waffle House in 31794 at 1009 2nd St W,1009 2nd St W,31794
420,"Tifton, GA ",Waffle House in 31794-8028 at 903 7th St W,903 7th St W,31794
421,"Tucker, GA ",Waffle House in 30084-2123 at 3180 Tucker Norcross Rd,3180 Tucker Norcross Rd,30084
422,"Tucker, GA ",Waffle House in 30084-5309 at 4274 Lavista Rd,4274 Lavista Rd,30084
423,"Tucker, GA ",Waffle House in 30084-6617 at 1856 Mountain Industrial Blvd,1856 Mountain Industrial Blvd,30084
424,"Tucker, GA ",Waffle House in 30084-6915 at 1569 Montreal Cir,1569 Montreal Cir,30084
425,"Tucker, GA ",Waffle House in 30084-8132 at 2963 Lawrenceville Hwy,2963 Lawrenceville Hwy,30084
426,"Union City, GA ",Waffle House in 30291-1585 at 3800 Flat Shoals Rd,3800 Flat Shoals Rd,30291
427,"Union City, GA ",Waffle House in 30291-2079 at 4370 Jonesboro Rd,4370 Jonesboro Rd,30291
428,"Valdosta, GA ",Waffle House in 31601 at 3487 Madison Hwy,3487 Madison Hwy,31601
429,"Valdosta, GA ",Waffle House in 31601 at 1302 Saint Augustine Road,1302 Saint Augustine Road,31601
